3/23/2004,11:31 AM
0.167000,26.037031
0.168000,26.051773
0.169000,26.022295
0.170000,26.051773
0.171000,26.037031
0.172000,26.022295
0.173000,26.022295
0.174000,26.051773
0.175000,26.022295
0.176000,26.023172
0.177000,26.023172
0.178000,26.052650
0.179000,26.052650
0.180000,26.023172
0.181000,26.037910
0.182000,26.037910
0.183000,26.037910
0.184000,26.052650
0.185000,26.037910
0.186000,26.052650
0.187000,26.008434
0.188000,26.021860
0.189000,26.051340
0.190000,26.051340
0.191000,26.036598
0.192000,26.021860
0.193000,26.051340
0.194000,26.036598
0.195000,26.021860
0.196000,26.036598
0.197000,26.051340
0.198000,26.036598
0.199000,26.036598
0.200000,26.021860
0.201000,26.038130
0.202000,26.052868
0.203000,26.038130
0.204000,26.038130
0.205000,26.008650
0.206000,26.023392
0.207000,26.008650
0.208000,26.038130
0.209000,26.038130
0.210000,26.038130
0.211000,26.038130
0.212000,26.008650
0.213000,26.038130
0.214000,26.051647
0.215000,26.036909
0.216000,26.036909
0.217000,26.022171
0.218000,26.036909
0.219000,26.036909
0.220000,26.051647
0.221000,26.022171
0.222000,26.051647
0.223000,26.051647
0.224000,26.022171
0.225000,26.036909
0.226000,26.007433
0.227000,26.051647
0.228000,26.066385
0.229000,26.022171
0.230000,26.051647
0.231000,26.051647
0.232000,26.036909
0.233000,26.051647
0.234000,26.036909
0.235000,26.036909
0.236000,26.051647
0.237000,26.066385
0.238000,26.036909
0.239000,26.051647
0.240000,26.051647
0.241000,26.036909
0.242000,26.066385
0.243000,26.036909
0.244000,26.036909
0.245000,26.051647
0.246000,26.051647
0.247000,26.066385
0.248000,26.036909
0.249000,26.051647
0.250000,26.036909
0.251000,26.036909
0.252000,26.066385
0.253000,26.036909
0.254000,26.022171
0.255000,26.051647
0.256000,26.036909
0.257000,26.022171
0.258000,26.022171
0.259000,26.036909
0.260000,26.051647
0.261000,26.036909
0.262000,26.036909
0.263000,26.036909
0.264000,26.022171
0.265000,26.007433
0.266000,26.022171
0.267000,26.036909
0.268000,26.022171
0.269000,26.036909
0.270000,26.051647
0.271000,26.036909
0.272000,26.022171
0.273000,26.022171
0.274000,26.022171
0.275000,26.036909
0.276000,26.036909
0.277000,26.036909
0.278000,26.051647
0.279000,25.992693
0.280000,26.036909
0.281000,26.022171
0.282000,26.036909
0.283000,26.036909
0.284000,26.036909
0.285000,26.036909
0.286000,26.022171
0.287000,26.022171
0.288000,26.022171
0.289000,26.036909
0.290000,26.036909
0.291000,26.022171
0.292000,26.022171
0.293000,26.051647
0.294000,26.007433
0.295000,26.051647
0.296000,26.007433
0.297000,26.051647
0.298000,26.066385
0.299000,26.036909
0.300000,26.036909
0.301000,26.036909
0.302000,26.022171
0.303000,26.022171
0.304000,26.022171
0.305000,26.036909
0.306000,26.022171
0.307000,26.036909
0.308000,26.036690
0.309000,26.036690
0.310000,26.021954
0.311000,25.992474
0.312000,26.021954
0.313000,26.007214
0.314000,26.021954
0.315000,26.007214
0.316000,26.021954
0.317000,26.036690
0.318000,26.007214
0.319000,26.036690
0.320000,26.007214
0.321000,26.036690
0.322000,26.067169
0.323000,26.008215
0.324000,26.022957
0.325000,26.022957
0.326000,26.022957
0.327000,26.022957
0.328000,26.022957
0.329000,26.022957
0.330000,25.993475
0.331000,26.052433
0.332000,26.008215
0.333000,26.037693
0.334000,26.022957
0.335000,26.021467
0.336000,26.021467
0.337000,26.036203
0.338000,26.021467
0.339000,26.036203
0.340000,26.006727
0.341000,26.021467
0.342000,26.050945
0.343000,26.006727
0.344000,26.006727
0.345000,26.021467
0.346000,26.006727
0.347000,26.021467
0.348000,26.021467
0.349000,26.036203
0.350000,26.008196
0.351000,25.993458
0.352000,26.008196
0.353000,26.037672
0.354000,26.022936
0.355000,26.037672
0.356000,26.022936
0.357000,26.022936
0.358000,26.022936
0.359000,26.022936
0.360000,26.052412
0.361000,26.022936
0.362000,26.021423
0.363000,26.021423
0.364000,26.036160
0.365000,25.991943
0.366000,26.050901
0.367000,26.021423
0.368000,26.006683
0.369000,26.036160
0.370000,26.006683
0.371000,26.021423
0.372000,26.006683
0.373000,26.006683
0.374000,26.006683
0.375000,26.037113
0.376000,26.037113
0.377000,26.051853
0.378000,25.978157
0.379000,25.978157
0.380000,26.022377
0.381000,26.007635
0.382000,26.007635
0.383000,25.992895
0.384000,26.022377
0.385000,26.007635
0.386000,26.007635
0.387000,26.022377
0.388000,26.007635
0.389000,26.022377
0.390000,26.007635
0.391000,26.022377
0.392000,26.022377
0.393000,26.022377
0.394000,26.007635
0.395000,26.022377
0.396000,26.022377
0.397000,26.022377
0.398000,26.007635
0.399000,26.022377
0.400000,26.036583
0.401000,26.021845
0.402000,26.021845
0.403000,26.036583
0.404000,26.036583
0.405000,25.992365
0.406000,26.007105
0.407000,26.021845
0.408000,26.021845
0.409000,26.021845
0.410000,26.036583
0.411000,26.036583
0.412000,26.021845
0.413000,26.036583
0.414000,25.992365
0.415000,26.036583
0.416000,26.007105
0.417000,26.021845
0.418000,26.051323
0.419000,26.021845
0.420000,26.036583
0.421000,25.992365
0.422000,26.007105
0.423000,26.007105
0.424000,26.021845
0.425000,26.036583
0.426000,26.021845
0.427000,26.021845
0.428000,26.036583
0.429000,26.051323
0.430000,26.022936
0.431000,26.008196
0.432000,26.022936
0.433000,26.022936
0.434000,26.037672
0.435000,26.037672
0.436000,26.037672
0.437000,26.037672
0.438000,26.022936
0.439000,26.008196
0.440000,26.037672
0.441000,26.022936
0.442000,26.021860
0.443000,26.036598
0.444000,26.021860
0.445000,26.036598
0.446000,26.036598
0.447000,26.051340
0.448000,26.021860
0.449000,26.021860
0.450000,26.007122
0.451000,26.021860
0.452000,26.021860
0.453000,26.036598
0.454000,26.007122
0.455000,26.051991
0.456000,26.037251
0.457000,26.007774
0.458000,26.022514
0.459000,26.051991
0.460000,26.037251
0.461000,26.022514
0.462000,26.007774
0.463000,26.037251
0.464000,26.007774
0.465000,25.993034
0.466000,26.022514
0.467000,25.993034
0.468000,26.007696
0.469000,26.022436
0.470000,26.022436
0.471000,26.022436
0.472000,26.037174
0.473000,26.037174
0.474000,26.051914
0.475000,26.037174
0.476000,26.007696
0.477000,26.022436
0.478000,26.037174
0.479000,26.022436
0.480000,26.022436
0.481000,26.007696
0.482000,26.037174
0.483000,26.022436
0.484000,26.007696
0.485000,26.022436
0.486000,26.007696
0.487000,26.022436
0.488000,25.992958
0.489000,26.037174
0.490000,26.022436
0.491000,26.022436
0.492000,26.007696
0.493000,26.037174
0.494000,26.007696
0.495000,26.022436
0.496000,25.978218
0.497000,26.022436
0.498000,26.007696
0.499000,26.022436
0.500000,26.007696
0.501000,26.022436
0.502000,25.992958
0.503000,26.037174
0.504000,26.007696
0.505000,26.007696
0.506000,26.022436
0.507000,26.007696
0.508000,25.992958
0.509000,25.978218
0.510000,26.051914
0.511000,25.978218
0.512000,25.992958
0.513000,26.007696
0.514000,25.992958
0.515000,25.992958
0.516000,26.037174
0.517000,26.022436
0.518000,26.007696
0.519000,26.007696
0.520000,25.992958
0.521000,26.007696
0.522000,26.037174
0.523000,26.037174
0.524000,26.007696
0.525000,26.022436
0.526000,26.022436
0.527000,26.007696
0.528000,25.992958
0.529000,26.022436
0.530000,25.992958
0.531000,26.037174
0.532000,26.037174
0.533000,26.037174
0.534000,26.007696
0.535000,26.007696
0.536000,26.037174
0.537000,26.022436
0.538000,26.037174
0.539000,26.037174
0.540000,26.007696
0.541000,26.037174
0.542000,25.992958
0.543000,25.992958
0.544000,26.007696
0.545000,26.022436
0.546000,25.978218
0.547000,26.022436
0.548000,26.007696
0.549000,26.051914
0.550000,26.022436
0.551000,26.022436
0.552000,26.022436
0.553000,26.022436
0.554000,26.037174
0.555000,26.007696
0.556000,26.037174
0.557000,26.007696
0.558000,26.051914
0.559000,26.007696
0.560000,26.007696
0.561000,26.037174
0.562000,26.022436
0.563000,26.037174
0.564000,25.992958
0.565000,26.007696
0.566000,26.022436
0.567000,26.037174
0.568000,26.008434
0.569000,26.008434
0.570000,26.037910
0.571000,25.993696
0.572000,26.008434
0.573000,26.008434
0.574000,26.037910
0.575000,26.023172
0.576000,26.037910
0.577000,26.037910
0.578000,26.023172
0.579000,26.023172
0.580000,26.023172
0.581000,25.993696
0.582000,26.037708
0.583000,26.037708
0.584000,26.037708
0.585000,26.037708
0.586000,26.037708
0.587000,26.037708
0.588000,26.008228
0.589000,26.022968
0.590000,26.008228
0.591000,26.022968
0.592000,26.008228
0.593000,26.037708
0.594000,26.022968
0.595000,26.022968
0.596000,26.005156
0.597000,26.019896
0.598000,26.049372
0.599000,26.019896
0.600000,26.005156
0.601000,26.005156
0.602000,26.019896
0.603000,26.019896
0.604000,26.005156
0.605000,26.005156
0.606000,26.019896
0.607000,26.019896
0.608000,26.005156
0.609000,26.006607
0.610000,26.006607
0.611000,26.006607
0.612000,26.006607
0.613000,26.050823
0.614000,26.021347
0.615000,26.021347
0.616000,26.006607
0.617000,26.036083
0.618000,26.021347
0.619000,26.036083
0.620000,26.006607
0.621000,26.006607
0.622000,26.021347
0.623000,26.036818
0.624000,26.007339
0.625000,26.022079
0.626000,26.007339
0.627000,26.007339
0.628000,26.007339
0.629000,26.007339
0.630000,26.036818
0.631000,26.022079
0.632000,25.992598
0.633000,26.022079
0.634000,26.022079
0.635000,26.022079
0.636000,26.037453
0.637000,26.037453
0.638000,26.037453
0.639000,26.007975
0.640000,26.007975
0.641000,25.978497
0.642000,26.022717
0.643000,26.037453
0.644000,26.007975
0.645000,26.037453
0.646000,26.037453
0.647000,25.993237
0.648000,26.007975
0.649000,26.007975
0.650000,25.993237
0.651000,26.007975
0.652000,26.007975
0.653000,26.037453
0.654000,26.007975
0.655000,26.022717
0.656000,26.007975
0.657000,26.037453
0.658000,26.007975
0.659000,25.993237
0.660000,26.052193
0.661000,26.007975
0.662000,26.007975
0.663000,26.037453
0.664000,26.022717
0.665000,25.993237
0.666000,26.007975
0.667000,26.023548
0.668000,26.023548
0.669000,26.023548
0.670000,26.008808
0.671000,26.008808
0.672000,26.008808
0.673000,26.023548
0.674000,26.023548
0.675000,26.023548
0.676000,26.023548
0.677000,26.008808
0.678000,26.038288
0.679000,26.008808
0.680000,26.008808
0.681000,26.023548
0.682000,25.992979
0.683000,26.007723
0.684000,26.007723
0.685000,26.007723
0.686000,26.037199
0.687000,26.007723
0.688000,26.022461
0.689000,26.022461
0.690000,26.022461
0.691000,26.022461
0.692000,26.007723
0.693000,26.007723
0.694000,26.038313
0.695000,26.023577
0.696000,26.023577
0.697000,26.008837
0.698000,26.008837
0.699000,26.008837
0.700000,26.008837
0.701000,26.023577
0.702000,26.023577
0.703000,26.008837
0.704000,26.023577
0.705000,26.053053
0.706000,26.023577
0.707000,26.053053
0.708000,25.993488
0.709000,26.008228
0.710000,26.022968
0.711000,26.022968
0.712000,26.008228
0.713000,26.008228
0.714000,26.037708
0.715000,26.022968
0.716000,26.022968
0.717000,26.022968
0.718000,26.008228
0.719000,26.022968
0.720000,26.037708
0.721000,26.008228
0.722000,25.993696
0.723000,26.023172
0.724000,25.993696
0.725000,26.008434
0.726000,26.023172
0.727000,26.023172
0.728000,26.023172
0.729000,26.023172
0.730000,26.037910
0.731000,26.008434
0.732000,26.008434
0.733000,26.023172
0.734000,26.023172
0.735000,26.023172
0.736000,26.008434
0.737000,26.037910
0.738000,26.023172
0.739000,26.023172
0.740000,26.023172
0.741000,25.993696
0.742000,26.008434
0.743000,26.023172
0.744000,26.023172
0.745000,26.023172
0.746000,26.008434
0.747000,26.008434
0.748000,26.023172
0.749000,26.008434
0.750000,26.023172
0.751000,26.037910
0.752000,26.023172
0.753000,26.037910
0.754000,26.008434
0.755000,26.023172
0.756000,26.023172
0.757000,25.993696
0.758000,26.023172
0.759000,25.993696
0.760000,26.037910
0.761000,25.993696
0.762000,26.037910
0.763000,26.008434
0.764000,26.008434
0.765000,25.993696
0.766000,25.994711
0.767000,26.009449
0.768000,26.024189
0.769000,26.009449
0.770000,26.024189
0.771000,26.009449
0.772000,26.024189
0.773000,26.009449
0.774000,26.038925
0.775000,26.009449
0.776000,26.024189
0.777000,26.024189
0.778000,26.009449
0.779000,26.024189
0.780000,26.007957
0.781000,25.993219
0.782000,26.007957
0.783000,26.007957
0.784000,25.978477
0.785000,26.037434
0.786000,25.993219
0.787000,26.052174
0.788000,26.007957
0.789000,25.993219
0.790000,25.993219
0.791000,25.978477
0.792000,25.993696
0.793000,26.023172
0.794000,26.008434
0.795000,25.978956
0.796000,26.023172
0.797000,26.023172
0.798000,26.008434
0.799000,26.008434
0.800000,26.023172
0.801000,26.052650
0.802000,25.993696
0.803000,26.037910
0.804000,26.008434
0.805000,26.008434
0.806000,26.007774
0.807000,26.007774
0.808000,26.007774
0.809000,26.022514
0.810000,26.007774
0.811000,26.007774
0.812000,25.993034
0.813000,26.022514
0.814000,26.051991
0.815000,26.007774
0.816000,26.037251
0.817000,26.037251
0.818000,26.022514
0.819000,26.036726
0.820000,26.036726
0.821000,26.021988
0.822000,26.021988
0.823000,26.021988
0.824000,26.066200
0.825000,26.021988
0.826000,26.021988
0.827000,26.036726
0.828000,26.021988
0.829000,26.021988
0.830000,25.992508
0.831000,26.023493
0.832000,26.038233
0.833000,26.052973
0.834000,26.038233
0.835000,26.038233
0.836000,26.023493
0.837000,26.038233
0.838000,26.008755
0.839000,26.038233
0.840000,26.023493
0.841000,26.038233
0.842000,26.023493
0.843000,26.038233
0.844000,26.067709
0.845000,26.023493
0.846000,26.023493
0.847000,26.052973
0.848000,26.023493
0.849000,25.994015
0.850000,26.023493
0.851000,26.023493
0.852000,26.023493
0.853000,26.038233
0.854000,26.038233
0.855000,26.008755
0.856000,26.008755
0.857000,26.023493
0.858000,26.023493
0.859000,25.994015
0.860000,26.023493
0.861000,25.994015
0.862000,26.052973
0.863000,26.023493
0.864000,25.994015
0.865000,26.038233
0.866000,26.037031
0.867000,26.022295
0.868000,26.007555
0.869000,26.037031
0.870000,25.992815
0.871000,26.022295
0.872000,25.992815
0.873000,26.007555
0.874000,26.037031
0.875000,26.007555
0.876000,26.022295
0.877000,26.007555
0.878000,26.037031
0.879000,26.007864
0.880000,26.007864
0.881000,26.007864
0.882000,26.022602
0.883000,26.007864
0.884000,26.007864
0.885000,26.022602
0.886000,26.037340
0.887000,25.993126
0.888000,25.993126
0.889000,26.022602
0.890000,26.007864
0.891000,26.022602
0.892000,26.022602
0.893000,26.022602
0.894000,26.037251
0.895000,25.993034
0.896000,26.007774
0.897000,26.051991
0.898000,26.007774
0.899000,26.037251
0.900000,26.037251
0.901000,26.022514
0.902000,26.037251
0.903000,26.007774
0.904000,26.022514
0.905000,26.037251
0.906000,26.022514
0.907000,26.038383
0.908000,26.008905
0.909000,26.023645
0.910000,25.994167
0.911000,26.008905
0.912000,26.023645
0.913000,26.053123
0.914000,26.023645
0.915000,26.023645
0.916000,26.008905
0.917000,26.008905
0.918000,25.994167
0.919000,26.008026
0.920000,25.978548
0.921000,26.008026
0.922000,25.993286
0.923000,26.008026
0.924000,26.022766
0.925000,26.022766
0.926000,26.008026
0.927000,25.993286
0.928000,26.008026
0.929000,25.993286
0.930000,26.008026
0.931000,25.993286
0.932000,26.022766
0.933000,26.022789
0.934000,26.008049
0.935000,26.008049
0.936000,26.022789
0.937000,26.008049
0.938000,26.022789
0.939000,26.008049
0.940000,26.008049
0.941000,26.037527
0.942000,26.008049
0.943000,26.008049
0.944000,26.008049
0.945000,25.978573
0.946000,26.008049
0.947000,26.008049
0.948000,26.022789
0.949000,26.022789
0.950000,26.008049
0.951000,26.022789
0.952000,26.008049
0.953000,25.993309
0.954000,26.037527
0.955000,25.993309
0.956000,26.022789
0.957000,26.008049
0.958000,26.008049
0.959000,26.022789
0.960000,25.993309
0.961000,26.022789
0.962000,26.008049
0.963000,26.037527
0.964000,26.008049
0.965000,26.008049
0.966000,26.022789
0.967000,26.022789
0.968000,25.993309
0.969000,26.008049
0.970000,26.009144
0.971000,26.023882
0.972000,25.994406
0.973000,26.023882
0.974000,26.009144
0.975000,26.009144
0.976000,26.009144
0.977000,26.023882
0.978000,25.994406
0.979000,26.009144
0.980000,26.009144
0.981000,26.009144
0.982000,26.008837
0.983000,26.023577
0.984000,26.023577
0.985000,25.994097
0.986000,26.008837
0.987000,26.008837
0.988000,26.008837
0.989000,26.008837
0.990000,25.994097
0.991000,25.994097
0.992000,26.008837
0.993000,26.023577
0.994000,26.008837
0.995000,25.994097
0.996000,25.977533
0.997000,25.992271
0.998000,26.007010
0.999000,26.021749
1.000000,26.021749
1.001000,26.007010
1.002000,26.021749
1.003000,26.007010
1.004000,26.021749
1.005000,25.977533
1.006000,25.992271
1.007000,26.021749
1.008000,25.992384
1.009000,26.036598
1.010000,26.021860
1.011000,25.977644
1.012000,25.977644
1.013000,26.021860
1.014000,26.007122
1.015000,26.007122
1.016000,26.007122
1.017000,26.007122
1.018000,26.007122
1.019000,26.021860
1.020000,26.007122
1.021000,25.979389
1.022000,25.994127
1.023000,26.023607
1.024000,26.008867
1.025000,26.008867
1.026000,26.023607
1.027000,26.008867
1.028000,26.008867
1.029000,26.008867
1.030000,26.023607
1.031000,25.994127
1.032000,25.994127
1.033000,26.008867
1.034000,25.994127
1.035000,26.023607
1.036000,26.008867
1.037000,26.023607
1.038000,26.008867
1.039000,26.008867
1.040000,26.008867
1.041000,26.008867
1.042000,26.008867
1.043000,26.038343
1.044000,26.008867
1.045000,26.038343
1.046000,26.008867
1.047000,26.008867
1.048000,26.008867
1.049000,26.023607
1.050000,25.994127
1.051000,26.008867
1.052000,26.023607
1.053000,26.038343
1.054000,26.023607
1.055000,26.023607
1.056000,26.023607
1.057000,25.994127
1.058000,26.023607
1.059000,25.994127
1.060000,26.023607
1.061000,26.038343
1.062000,26.008867
1.063000,26.008867
1.064000,25.994127
1.065000,26.023607
1.066000,26.023607
1.067000,26.023607
1.068000,25.994127
1.069000,26.008867
1.070000,26.038343
1.071000,26.023607
1.072000,26.008867
1.073000,26.022957
1.074000,26.008215
1.075000,26.008215
1.076000,26.037693
1.077000,25.993475
1.078000,26.008215
1.079000,26.022957
1.080000,26.052433
1.081000,25.993475
1.082000,26.022957
1.083000,25.993475
1.084000,26.008215
1.085000,26.022957
1.086000,26.008026
1.087000,26.022766
1.088000,26.008026
1.089000,26.037504
1.090000,26.022766
1.091000,26.037504
1.092000,25.993286
1.093000,26.008026
1.094000,25.993286
1.095000,26.037504
1.096000,26.022766
1.097000,26.037504
1.098000,26.008026
1.099000,26.008026
1.100000,26.023607
1.101000,26.023607
1.102000,26.023607
1.103000,26.038343
1.104000,26.023607
1.105000,25.994127
1.106000,26.023607
1.107000,26.038343
1.108000,26.038343
1.109000,26.038343
1.110000,26.038343
1.111000,26.023607
1.112000,26.023607
1.113000,26.036726
1.114000,26.066200
1.115000,26.036726
1.116000,26.036726
1.117000,26.007246
1.118000,26.036726
1.119000,26.036726
1.120000,26.021988
1.121000,26.051464
1.122000,26.036726
1.123000,26.021988
1.124000,26.007246
1.125000,26.008434
1.126000,26.037910
1.127000,26.037910
1.128000,26.008434
1.129000,26.037910
1.130000,26.037910
1.131000,26.037910
1.132000,26.023172
1.133000,26.037910
1.134000,26.052650
1.135000,26.037910
1.136000,26.067389
1.137000,26.037910
1.138000,26.052650
1.139000,26.037611
1.140000,26.037611
1.141000,26.052353
1.142000,26.052353
1.143000,26.052353
1.144000,26.037611
1.145000,26.052353
1.146000,26.067089
1.147000,26.067089
1.148000,26.022875
1.149000,26.052353
1.150000,26.067089
1.151000,26.037611
1.152000,26.037611
1.153000,26.037611
1.154000,26.037611
1.155000,26.037611
1.156000,26.052353
1.157000,26.037611
1.158000,26.037611
1.159000,26.052353
1.160000,26.052353
1.161000,26.052353
1.162000,26.081829
1.163000,26.052353
1.164000,26.052353
1.165000,26.052353
1.166000,26.067089
1.167000,26.052353
1.168000,26.052353
1.169000,26.067089
1.170000,26.067089
1.171000,26.052353
1.172000,26.052353
1.173000,26.067089
1.174000,26.067089
1.175000,26.037611
1.176000,26.067089
1.177000,26.053465
1.178000,26.053465
1.179000,26.068201
1.180000,26.068201
1.181000,26.068201
1.182000,26.053465
1.183000,26.053465
1.184000,26.068201
1.185000,26.068201
1.186000,26.097677
1.187000,26.068201
1.188000,26.097677
1.189000,26.068201
1.190000,26.068201
1.191000,26.111603
1.192000,26.096865
1.193000,26.067389
1.194000,26.096865
1.195000,26.067389
1.196000,26.082127
1.197000,26.067389
1.198000,26.067389
1.199000,26.067389
1.200000,26.067389
1.201000,26.067389
1.202000,26.067389
1.203000,26.082127
1.204000,26.096388
1.205000,26.081652
1.206000,26.052174
1.207000,26.052174
1.208000,26.066910
1.209000,26.096388
1.210000,26.037434
1.211000,26.066910
1.212000,26.096388
1.213000,26.066910
1.214000,26.066910
1.215000,26.081652
1.216000,26.066950
1.217000,26.096426
1.218000,26.096426
1.219000,26.066950
1.220000,26.066950
1.221000,26.111164
1.222000,26.111164
1.223000,26.081690
1.224000,26.096426
1.225000,26.081690
1.226000,26.096426
1.227000,26.096426
1.228000,26.111164
1.229000,26.082561
1.230000,26.097298
1.231000,26.112036
1.232000,26.097298
1.233000,26.067822
1.234000,26.097298
1.235000,26.097298
1.236000,26.067822
1.237000,26.112036
1.238000,26.112036
1.239000,26.112036
1.240000,26.097298
1.241000,26.082561
1.242000,26.082270
1.243000,26.082270
1.244000,26.097006
1.245000,26.126480
1.246000,26.082270
1.247000,26.097006
1.248000,26.082270
1.249000,26.097006
1.250000,26.097006
1.251000,26.067530
1.252000,26.097006
1.253000,26.082270
1.254000,26.082270
1.255000,26.082270
1.256000,26.111744
1.257000,26.067530
1.258000,26.097006
1.259000,26.097006
1.260000,26.111744
1.261000,26.097006
1.262000,26.097006
1.263000,26.097006
1.264000,26.082270
1.265000,26.067530
1.266000,26.111744
1.267000,26.097006
1.268000,26.097006
1.269000,26.111744
1.270000,26.097006
1.271000,26.126480
1.272000,26.097006
1.273000,26.067530
1.274000,26.126480
1.275000,26.111744
1.276000,26.126480
1.277000,26.111744
1.278000,26.126480
1.279000,26.111744
1.280000,26.097006
1.281000,26.111744
1.282000,26.097006
1.283000,26.097006
1.284000,26.097006
1.285000,26.126480
1.286000,26.097006
1.287000,26.141220
1.288000,26.126480
1.289000,26.111744
1.290000,26.141220
1.291000,26.111744
1.292000,26.126480
1.293000,26.126480
1.294000,26.111744
1.295000,26.141220
1.296000,26.111744
1.297000,26.126480
1.298000,26.111744
1.299000,26.082270
1.300000,26.126480
1.301000,26.097006
1.302000,26.111744
1.303000,26.111744
1.304000,26.126480
1.305000,26.126480
1.306000,26.126480
1.307000,26.126480
1.308000,26.155956
1.309000,26.141220
1.310000,26.141220
1.311000,26.126480
1.312000,26.097006
1.313000,26.126480
1.314000,26.155956
1.315000,26.141220
1.316000,26.126480
1.317000,26.141220
1.318000,26.126480
1.319000,26.126480
1.320000,26.155956
1.321000,26.141220
1.322000,26.126480
1.323000,26.141220
1.324000,26.141220
1.325000,26.126480
1.326000,26.141220
1.327000,26.126480
1.328000,26.155956
1.329000,26.155956
1.330000,26.155956
1.331000,26.141220
1.332000,26.126480
1.333000,26.141220
1.334000,26.141220
1.335000,26.141220
1.336000,26.126480
1.337000,26.126480
1.338000,26.141220
1.339000,26.141220
1.340000,26.155956
1.341000,26.155956
1.342000,26.170692
1.343000,26.155956
1.344000,26.155956
1.345000,26.141220
1.346000,26.170692
1.347000,26.155956
1.348000,26.170692
1.349000,26.170692
1.350000,26.155956
1.351000,26.155956
1.352000,26.170692
1.353000,26.185429
1.354000,26.126480
1.355000,26.141220
1.356000,26.126480
1.357000,26.141220
1.358000,26.170692
1.359000,26.155956
1.360000,26.170692
1.361000,26.185429
1.362000,26.155956
1.363000,26.141220
1.364000,26.155956
1.365000,26.155956
1.366000,26.170692
1.367000,26.170692
1.368000,26.185429
1.369000,26.170692
1.370000,26.155956
1.371000,26.185429
1.372000,26.170692
1.373000,26.111744
1.374000,26.185429
1.375000,26.141220
1.376000,26.170692
1.377000,26.170692
1.378000,26.185429
1.379000,26.185429
1.380000,26.170551
1.381000,26.185287
1.382000,26.185287
1.383000,26.155815
1.384000,26.155815
1.385000,26.185287
1.386000,26.185287
1.387000,26.170551
1.388000,26.200024
1.389000,26.185287
1.390000,26.185287
1.391000,26.185287
1.392000,26.200024
1.393000,26.200024
